filename,set_name,card_number,variant,full_name,filepath,class_from_folder,set_encoded,card_encoded,variant_encoded,card_id,card_id_encoded
s5_210.webp,s5,210,normal,s5_210,s5\s5_210.webp,s5,5,124,1,s5_210_normal,1067
s5_211.webp,s5,211,normal,s5_211,s5\s5_211.webp,s5,5,125,1,s5_211_normal,1068
s5_212.webp,s5,212,normal,s5_212,s5\s5_212.webp,s5,5,126,1,s5_212_normal,1069
s5_213.webp,s5,213,normal,s5_213,s5\s5_213.webp,s5,5,127,1,s5_213_normal,1070
s5_214.webp,s5,214,normal,s5_214,s5\s5_214.webp,s5,5,128,1,s5_214_normal,1071
s5_215.webp,s5,215,normal,s5_215,s5\s5_215.webp,s5,5,129,1,s5_215_normal,1072
s5_216.webp,s5,216,normal,s5_216,s5\s5_216.webp,s5,5,130,1,s5_216_normal,1073
s5_217.webp,s5,217,normal,s5_217,s5\s5_217.webp,s5,5,131,1,s5_217_normal,1074
s5_218.webp,s5,218,normal,s5_218,s5\s5_218.webp,s5,5,132,1,s5_218_normal,1075
s5_219.webp,s5,219,normal,s5_219,s5\s5_219.webp,s5,5,133,1,s5_219_normal,1076
s5_22.webp,s5,22,normal,s5_22,s5\s5_22.webp,s5,5,134,1,s5_22_normal,1079
s5_220.webp,s5,220,normal,s5_220,s5\s5_220.webp,s5,5,135,1,s5_220_normal,1078
s5_23.webp,s5,23,normal,s5_23,s5\s5_23.webp,s5,5,136,1,s5_23_normal,1080
s5_24.webp,s5,24,normal,s5_24,s5\s5_24.webp,s5,5,137,1,s5_24_normal,1081
s5_25.webp,s5,25,normal,s5_25,s5\s5_25.webp,s5,5,138,1,s5_25_normal,1082
s5_26.webp,s5,26,normal,s5_26,s5\s5_26.webp,s5,5,139,1,s5_26_normal,1083
s5_27.webp,s5,27,normal,s5_27,s5\s5_27.webp,s5,5,140,1,s5_27_normal,1084
s5_28.webp,s5,28,normal,s5_28,s5\s5_28.webp,s5,5,141,1,s5_28_normal,1085
s5_29.webp,s5,29,normal,s5_29,s5\s5_29.webp,s5,5,142,1,s5_29_normal,1086
s5_3.webp,s5,3,normal,s5_3,s5\s5_3.webp,s5,5,143,1,s5_3_normal,1098
s5_30.webp,s5,30,normal,s5_30,s5\s5_30.webp,s5,5,144,1,s5_30_normal,1088
s5_31.webp,s5,31,normal,s5_31,s5\s5_31.webp,s5,5,145,1,s5_31_normal,1089
s5_32.webp,s5,32,normal,s5_32,s5\s5_32.webp,s5,5,146,1,s5_32_normal,1090
s5_33.webp,s5,33,normal,s5_33,s5\s5_33.webp,s5,5,147,1,s5_33_normal,1091
s5_34.webp,s5,34,normal,s5_34,s5\s5_34.webp,s5,5,148,1,s5_34_normal,1092
s5_35.webp,s5,35,normal,s5_35,s5\s5_35.webp,s5,5,149,1,s5_35_normal,1093
s5_36.webp,s5,36,normal,s5_36,s5\s5_36.webp,s5,5,150,1,s5_36_normal,1094
s5_37.webp,s5,37,normal,s5_37,s5\s5_37.webp,s5,5,151,1,s5_37_normal,1095
s5_38.webp,s5,38,normal,s5_38,s5\s5_38.webp,s5,5,152,1,s5_38_normal,1096
s5_39.webp,s5,39,normal,s5_39,s5\s5_39.webp,s5,5,153,1,s5_39_normal,1097
s5_4.webp,s5,4,normal,s5_4,s5\s5_4.webp,s5,5,154,1,s5_4_normal,1109
s5_40.webp,s5,40,normal,s5_40,s5\s5_40.webp,s5,5,155,1,s5_40_normal,1099
s5_41.webp,s5,41,normal,s5_41,s5\s5_41.webp,s5,5,156,1,s5_41_normal,1100
s5_42.webp,s5,42,normal,s5_42,s5\s5_42.webp,s5,5,157,1,s5_42_normal,1101
s5_43.webp,s5,43,normal,s5_43,s5\s5_43.webp,s5,5,158,1,s5_43_normal,1102
s5_44.webp,s5,44,normal,s5_44,s5\s5_44.webp,s5,5,159,1,s5_44_normal,1103
s5_45.webp,s5,45,normal,s5_45,s5\s5_45.webp,s5,5,160,1,s5_45_normal,1104
s5_46.webp,s5,46,normal,s5_46,s5\s5_46.webp,s5,5,161,1,s5_46_normal,1105
s5_47.webp,s5,47,normal,s5_47,s5\s5_47.webp,s5,5,162,1,s5_47_normal,1106
s5_48.webp,s5,48,normal,s5_48,s5\s5_48.webp,s5,5,163,1,s5_48_normal,1107
s5_49.webp,s5,49,normal,s5_49,s5\s5_49.webp,s5,5,164,1,s5_49_normal,1108
s5_5.webp,s5,5,normal,s5_5,s5\s5_5.webp,s5,5,165,1,s5_5_normal,1120
s5_50.webp,s5,50,normal,s5_50,s5\s5_50.webp,s5,5,166,1,s5_50_normal,1110
s5_51.webp,s5,51,normal,s5_51,s5\s5_51.webp,s5,5,167,1,s5_51_normal,1111
s5_52.webp,s5,52,normal,s5_52,s5\s5_52.webp,s5,5,168,1,s5_52_normal,1112
s5_53.webp,s5,53,normal,s5_53,s5\s5_53.webp,s5,5,169,1,s5_53_normal,1113
s5_54.webp,s5,54,normal,s5_54,s5\s5_54.webp,s5,5,170,1,s5_54_normal,1114
s5_55.webp,s5,55,normal,s5_55,s5\s5_55.webp,s5,5,171,1,s5_55_normal,1115
s5_56.webp,s5,56,normal,s5_56,s5\s5_56.webp,s5,5,172,1,s5_56_normal,1116
s5_57.webp,s5,57,normal,s5_57,s5\s5_57.webp,s5,5,173,1,s5_57_normal,1117
s5_58.webp,s5,58,normal,s5_58,s5\s5_58.webp,s5,5,174,1,s5_58_normal,1118
s5_59.webp,s5,59,normal,s5_59,s5\s5_59.webp,s5,5,175,1,s5_59_normal,1119
s5_6.webp,s5,6,normal,s5_6,s5\s5_6.webp,s5,5,176,1,s5_6_normal,1131
s5_60.webp,s5,60,normal,s5_60,s5\s5_60.webp,s5,5,177,1,s5_60_normal,1121
s5_61.webp,s5,61,normal,s5_61,s5\s5_61.webp,s5,5,178,1,s5_61_normal,1122
s5_62.webp,s5,62,normal,s5_62,s5\s5_62.webp,s5,5,179,1,s5_62_normal,1123
s5_63.webp,s5,63,normal,s5_63,s5\s5_63.webp,s5,5,180,1,s5_63_normal,1124
s5_64.webp,s5,64,normal,s5_64,s5\s5_64.webp,s5,5,181,1,s5_64_normal,1125
s5_65.webp,s5,65,normal,s5_65,s5\s5_65.webp,s5,5,182,1,s5_65_normal,1126
s5_66.webp,s5,66,normal,s5_66,s5\s5_66.webp,s5,5,183,1,s5_66_normal,1127
s5_67.webp,s5,67,normal,s5_67,s5\s5_67.webp,s5,5,184,1,s5_67_normal,1128
s5_68.webp,s5,68,normal,s5_68,s5\s5_68.webp,s5,5,185,1,s5_68_normal,1129
s5_69.webp,s5,69,normal,s5_69,s5\s5_69.webp,s5,5,186,1,s5_69_normal,1130
s5_7.webp,s5,7,normal,s5_7,s5\s5_7.webp,s5,5,187,1,s5_7_normal,1142
s5_70.webp,s5,70,normal,s5_70,s5\s5_70.webp,s5,5,188,1,s5_70_normal,1132
s5_71.webp,s5,71,normal,s5_71,s5\s5_71.webp,s5,5,189,1,s5_71_normal,1133
s5_72.webp,s5,72,normal,s5_72,s5\s5_72.webp,s5,5,190,1,s5_72_normal,1134
s5_73.webp,s5,73,normal,s5_73,s5\s5_73.webp,s5,5,191,1,s5_73_normal,1135
s5_74.webp,s5,74,normal,s5_74,s5\s5_74.webp,s5,5,192,1,s5_74_normal,1136
s5_75.webp,s5,75,normal,s5_75,s5\s5_75.webp,s5,5,193,1,s5_75_normal,1137
s5_76.webp,s5,76,normal,s5_76,s5\s5_76.webp,s5,5,194,1,s5_76_normal,1138
s5_77.webp,s5,77,normal,s5_77,s5\s5_77.webp,s5,5,195,1,s5_77_normal,1139
s5_78.webp,s5,78,normal,s5_78,s5\s5_78.webp,s5,5,196,1,s5_78_normal,1140
s5_79.webp,s5,79,normal,s5_79,s5\s5_79.webp,s5,5,197,1,s5_79_normal,1141
s5_8.webp,s5,8,normal,s5_8,s5\s5_8.webp,s5,5,198,1,s5_8_normal,1153
s5_80.webp,s5,80,normal,s5_80,s5\s5_80.webp,s5,5,199,1,s5_80_normal,1143
s5_81.webp,s5,81,normal,s5_81,s5\s5_81.webp,s5,5,200,1,s5_81_normal,1144
s5_82.webp,s5,82,normal,s5_82,s5\s5_82.webp,s5,5,201,1,s5_82_normal,1145
s5_83.webp,s5,83,normal,s5_83,s5\s5_83.webp,s5,5,202,1,s5_83_normal,1146
s5_84.webp,s5,84,normal,s5_84,s5\s5_84.webp,s5,5,203,1,s5_84_normal,1147
s5_85.webp,s5,85,normal,s5_85,s5\s5_85.webp,s5,5,204,1,s5_85_normal,1148
s5_86.webp,s5,86,normal,s5_86,s5\s5_86.webp,s5,5,205,1,s5_86_normal,1149
s5_87.webp,s5,87,normal,s5_87,s5\s5_87.webp,s5,5,206,1,s5_87_normal,1150
s5_88.webp,s5,88,normal,s5_88,s5\s5_88.webp,s5,5,207,1,s5_88_normal,1151
s5_89.webp,s5,89,normal,s5_89,s5\s5_89.webp,s5,5,208,1,s5_89_normal,1152
s5_9.webp,s5,9,normal,s5_9,s5\s5_9.webp,s5,5,209,1,s5_9_normal,1164
s5_90.webp,s5,90,normal,s5_90,s5\s5_90.webp,s5,5,210,1,s5_90_normal,1154
s5_91.webp,s5,91,normal,s5_91,s5\s5_91.webp,s5,5,211,1,s5_91_normal,1155
s5_92.webp,s5,92,normal,s5_92,s5\s5_92.webp,s5,5,212,1,s5_92_normal,1156
s5_93.webp,s5,93,normal,s5_93,s5\s5_93.webp,s5,5,213,1,s5_93_normal,1157
s5_94.webp,s5,94,normal,s5_94,s5\s5_94.webp,s5,5,214,1,s5_94_normal,1158
s5_95.webp,s5,95,normal,s5_95,s5\s5_95.webp,s5,5,215,1,s5_95_normal,1159
s5_96.webp,s5,96,normal,s5_96,s5\s5_96.webp,s5,5,216,1,s5_96_normal,1160
s5_97.webp,s5,97,normal,s5_97,s5\s5_97.webp,s5,5,217,1,s5_97_normal,1161
s5_98.webp,s5,98,normal,s5_98,s5\s5_98.webp,s5,5,218,1,s5_98_normal,1162
s5_99.webp,s5,99,normal,s5_99,s5\s5_99.webp,s5,5,219,1,s5_99_normal,1163
